1014928	garlic cloves	salt to taste	salsa	queso fresco	salt and freshly ground pepper	medium onions	tomatoes	black beans	cumin seeds	tomatillos
4299	peanut oil	vegetable oil	rice vinegar	cornstarch	cucumbers	lime juice	limes	shrimps	water	shallots
4298	parsley	bay leaf	leeks	tomatoes	chicken broth	mushrooms	flour	lemons	water	ginger
7996	baking powder	milk	vanilla extract	kosher salt	water	cinnamon	lemons	heavy cream	baking soda	parsley
4295	parsley	bay leaf	dry white wine	carrots	mushrooms	celery	heavy cream	lemons	tomatoes	flour
4297	mirin	flour	miso	lemon juice	carrots	parsley	lemons	milk	heavy cream	extra virgin olive oil
4296	carrots	bay leaf	tomatoes	chicken broth	lemons	mushrooms	chicken stock	potatoes	lemon juice	heavy cream
4290	soy sauce	ginger	tomatoes	basil	extra virgin olive oil	parsley	cilantro	carrots	basil leaves	lemon juice
4293	eggplants	red peppers	tomatoes	basil	oregano	parmesan	parmesan cheese	mint leaves	plum tomatoes	pine nuts
7265	all-purpose flour	milk	buttermilk	cinnamon	brown sugar	heavy cream	confectioners' sugar	nutmegs	water	granulated sugar
7264	baking soda	baking powder	cloves	soy sauce	coriander seeds	cinnamon	all-purpose flour	bay leaves	ginger	flour
6369	milk	baking powder	heavy cream	granulated sugar	water	vanilla extract	vegetable oil	lemons	egg yolks	cinnamon
7267	thyme	milk	flour	carrots	cinnamon	shallots	lemon juice	heavy cream	lemons	tomatoes
1322	carrots	bay leaf	celery	rosemary	dry white wine	shallots	tomatoes	leeks	bay leaves	mushrooms
7266	milk	nutmegs	shallots	flour	leeks	vanilla extract	parsley	dry white wine	thyme	all-purpose flour
1323	
1320	milk	flour	lemon juice	lemons	shallots	parsley	carrots	all-purpose flour	thyme	cinnamon
1014069	celery	parsley	tomatoes	dry white wine	leeks	garlic cloves	shallots	water	tomato paste	lemon juice
1014068	garlic cloves	low-fat milk	tomatoes	lemon juice	tomato paste	cumin seeds	zucchinis	cilantro	nutmegs	ginger
1321	celery	tomatoes	shallots	lemons	lemon juice	dry white wine	milk	cinnamon	leeks	heavy cream
7263	simple syrup	coriander	lime juice	cilantro	cointreau	cayenne	avocados	paprika	turmeric	oregano
1014061	beets	balsamic vinegar	dijon mustard	baking soda	coriander seeds	chocolate	dark brown sugar	fennel	vanilla extract	apples
1326	walnut oil	endives	leeks	dijon mustard	nutmegs	beets	apples	parsley	red-wine vinegar	milk
1014063	maple syrup	soy sauce	sesame seeds	buttermilk	cilantro	tart apples	ground cinnamon	lime juice	orange zest	cumin seeds
1014062	baking soda	all-purpose flour	vanilla extract	flour	celery	buttermilk	soy sauce	milk	sesame oil	ginger
1014065	celery	thyme	garlic cloves	tomatoes	parsley	water	dry white wine	leeks	shallots	red onions
1014067	garlic cloves	extra-virgin olive oil	lemon juice	tomatoes	thyme	parsley	lemons	all-purpose flour	basil	carrots
1014066	carrots	parsley	thyme	tomatoes	garlic cloves	water	dijon mustard	leeks	dry white wine	kosher salt
6204	thyme	celery	dry white wine	bay leaf	lemon juice	leeks	mushrooms	lemons	water	tomatoes
4749	parsley	extra virgin olive oil	zucchinis	thyme	bay leaf	oregano	red onions	red peppers	capers	salt and pepper
4748	pecans	vanilla extract	bananas	cinnamon	apples	cloves	baking soda	ginger	orange juice	mustard
4742	milk	flour	cinnamon	lemon juice	all-purpose flour	vanilla extract	nutmegs	lemons	shallots	brown sugar
1325	cilantro	scallions	soy sauce	cinnamon	cayenne	vegetable oil	paprika	shallots	water	lemons
4747	all-purpose flour	lemon juice	carrots	flour	extra virgin olive oil	lemons	heavy cream	extra-virgin olive oil	parsley	scallions
4746	thyme	carrots	celery	tomatoes	lemons	lemon juice	bay leaf	shallots	dry white wine	potatoes
4745	vanilla extract	baking soda	flour	heavy cream	nutmegs	chocolate	vanilla beans	brown sugar	whole milk	fine sea salt
4744	stock	capers	red chilies	bay leaves	salt and pepper	chili oil	mushrooms	red wine vinegar	waxy potatoes	prunes
1015196	sesame oil	scallions	rice vinegar	sake	cilantro	peanut oil	miso	vegetable oil	lime leaves	cornstarch
1015197	milk	baking powder	parsley	water	thyme	lemons	heavy cream	celery	shallots	vegetable oil
1015194	extra virgin olive oil	parsley	water	tomatoes	scallions	lemons	cilantro	shallots	extra-virgin olive oil	salt to taste
1015195	cilantro	limes	peanuts	extra virgin olive oil	scallions	avocados	lemon grass	cucumbers	cilantro leaves	soy sauce
1015192	ginger	sesame oil	cilantro	cornstarch	vegetable oil	lemon juice	milk	carrots	lemons	parsley
1015193	parsley	cumin	coriander	cumin seeds	salt and pepper	cilantro	tomato paste	lemons	scallions	extra virgin olive oil
1015190	milk	heavy cream	cornstarch	lemon juice	soy sauce	scallions	ginger	baking powder	sesame oil	parsley
1015191	baking powder	heavy cream	water	all-purpose flour	vanilla extract	baking soda	cinnamon	vegetable oil	nutmegs	lemons
5865	vanilla extract	baking soda	flour	heavy cream	buttermilk	cinnamon	nutmegs	kosher salt	vegetable oil	pecans
5864	baking soda	vanilla extract	milk	flour	cinnamon	pecans	kosher salt	brown sugar	heavy cream	vegetable oil
5867	orange juice	apples	pecans	confectioners' sugar	raspberries	pears	walnut oil	honey	brown sugar	chocolate
5866	water	scallions	heavy cream	flour	parsley	cinnamon	soy sauce	celery	coriander seeds	lemons
5860	vanilla extract	all-purpose flour	heavy cream	baking soda	cinnamon	water	nutmegs	vegetable oil	lemons	buttermilk
1015198	carrots	celery	bay leaf	extra virgin olive oil	water	rosemary	dry white wine	lemons	kosher salt	shallots
1015199	thyme	parsley	ginger	tomatoes	soy sauce	water	leeks	dry white wine	chicken broth	chicken stock
1014245	milk	all-purpose flour	shallots	potatoes	cinnamon	vanilla extract	flour	extra-virgin olive oil	thyme	egg yolks
12680	extra virgin olive oil	freshly ground pepper	chopped cilantro	ripe tomatoes	cumin seeds	fresh lemon juice	freshly ground pepper to taste	parmesan	flat-leaf parsley	extra-virgin olive oil
1015165	garlic cloves	parmesan	capers	parsley	lemon juice	basil leaves	carrots	cauliflowers	red pepper flakes	water
1014246	sesame oil	ginger	mirin	scallions	peanut oil	rice vinegar	firm tofu	cornstarch	sesame seeds	fresh ginger
1014241	ginger	sesame oil	cilantro	parsley	peanut oil	thyme	water	chicken stock	chicken broth	bay leaf
1014240	lemon juice	garlic cloves	tomatoes	parsley	all-purpose flour	extra-virgin olive oil	thyme	water	cilantro	shallots
1014243	baking powder	baking soda	granulated sugar	all-purpose flour	brown sugar	cinnamon	pecans	egg yolks	cake flour	fine sea salt
1014242	chickpeas	harissa	salt to taste	golden raisins	saffron	large onion	caraway seeds	turnips	cumin	feta cheese
2183	madeira	chestnuts	armagnac	pappardelle	mushroom caps	sausage meat	truffle oil	fava beans	potato starch	cod
2181	coriander seeds	thyme	cilantro	cumin	green peppers	tomatoes	beef	carrots	soy sauce	ginger
1846	minced ginger	capers	salt and freshly ground black pepper	parsley	anchovy	tuna	white wine	lemon juice	shallots	flour
2187	sesame oil	ginger	scallions	oranges	hoisin sauce	peanut oil	duck breasts	rice vinegar	paste	honey
2186	parsley	lemon juice	flour	water	cinnamon	shallots	milk	kosher salt	all-purpose flour	thyme
2184	parsley	flour	lemons	extra virgin olive oil	carrots	heavy cream	ladyfingers	tomatoes	milk	cinnamon
4604	sesame oil	ginger	cornstarch	cilantro	vegetable oil	shrimps	sesame seeds	cumin	shallots	chicken broth
2188	ginger	cilantro	cornstarch	rice vinegar	sesame seeds	shrimps	vegetable oil	lime juice	cumin	red pepper flakes
4600	milk	vanilla extract	confectioners' sugar	coffee	vanilla	liqueur	gelatin	flour	cocoa powder	corn syrup
4601	coffee	confectioners' sugar	cocoa powder	raspberries	vanilla	vanilla extract	rum	corn syrup	heavy cream	vanilla beans
12420	kosher salt	lemon juice	capers	dry white wine	parsley	thyme	lemons	potatoes	red onions	mushrooms
12421	salt to taste	garlic cloves	parmesan	freshly grated parmesan	tomatoes	fresh thyme leaves	leeks	flat-leaf parsley	fresh lemon juice	chopped chives
6208	sour cream	caviar	mayonnaise	cucumbers	yogurt	chives	nectarines	capers	creme fraiche	beets
12422	sesame oil	scallions	ginger	minced garlic	cornstarch	salt to taste	cilantro	tofu	extra virgin olive oil	rice vinegar
6209	oregano	parsley	zucchinis	eggplants	extra virgin olive oil	thyme	celery	bay leaf	red onions	tomato paste
12688	baking powder	milk	baking soda	heavy cream	raspberries	cinnamon	brown sugar	all-purpose flour	water	nutmegs
12423	celery	extra virgin olive oil	thyme	parsley	scallions	ginger	tomatoes	soy sauce	bay leaf	leeks
12689	strawberries	blackberries	confectioners' sugar	blueberries	vanilla extract	cherries	lemons	unsweetened cocoa powder	liqueur	water
12424	thyme	celery	carrots	dry white wine	parsley	leeks	tomatoes	water	asparagus spears	chicken broth
12425	baking soda	tomatoes	water	parsley	salt to taste	kosher salt	dijon mustard	lemons	cumin seeds	carrots
151	baking soda	baking powder	cornmeal	leeks	dijon mustard	yellow cornmeal	vegetable oil	parsley	salt and pepper	all-purpose flour
1017820	all-purpose flour	flour	vanilla extract	baking powder	brown sugar	baking soda	lemons	water	scallions	vegetable oil
153	sesame oil	soy sauce	ginger	scallions	cumin seeds	parsley	cilantro	water	turmeric	cumin
155	carrots	bay leaf	parsley	bay leaves	leeks	tomatoes	dry white wine	shallots	chicken broth	rosemary
12426	extra virgin olive oil	parmesan	tomatoes	cayenne	red pepper flakes	basil	carrots	fennel seeds	celery	extra-virgin olive oil
1017821	cinnamon	raisins	brown sugar	vanilla extract	flour	baking soda	heavy cream	almonds	milk	oranges
12427	coriander seeds	coriander	cumin	cumin seeds	cayenne peppers	cayenne	green peppers	fennel	black peppercorns	tomato paste
1016740	extra virgin olive oil	dijon mustard	parsley	red onions	thyme	parmesan	kosher salt	lemon juice	sherry vinegar	lemons
4202	canola	cloves	milk	brown sugar	ginger	flour	vanilla extract	heavy cream	all-purpose flour	baking powder
1017823	cilantro	ginger	coriander	coriander seeds	soy sauce	turmeric	limes	oregano	lime juice	vegetable oil
5890	parsley	dry white wine	lemon juice	thyme	heavy cream	tomatoes	ginger	mint	extra-virgin olive oil	carrots
1017824	cinnamon	vanilla extract	apples	cloves	baking soda	raisins	flour	pecans	baking powder	milk
6953	all-purpose flour	flour	buttermilk	heavy cream	chocolate	cinnamon	brown sugar	confectioners' sugar	vanilla	granulated sugar
7998	thyme	carrots	tomatoes	lemon juice	celery	lemons	extra-virgin olive oil	bay leaf	shallots	dry white wine
4200	milk	vanilla extract	baking powder	cinnamon	lemons	confectioners' sugar	lemon juice	all-purpose flour	nutmegs	raspberries
1017825	ground cloves	ground ginger	dark sesame oil	mirin	unbleached all-purpose flour	ground allspice	tofu	raw brown sugar	minced ginger	water
1013598	vanilla extract	flour	baking soda	heavy cream	cinnamon	nutmegs	kosher salt	water	buttermilk	confectioners' sugar
1013599	coriander seeds	cumin seeds	garlic cloves	bay leaves	tomatoes	kosher salt	cloves	lemon juice	bay leaf	turmeric
4201	heavy cream	vanilla extract	flour	baking powder	all-purpose flour	cinnamon	raspberries	nutmegs	rhubarb	blueberries
1017826	angostura bitters	maraschino liqueur	gin	orange bitters	tequila	nutmegs	apples	cloves	ginger	flour
1014392	worcestershire sauce	tabasco sauce	mayonnaise	dijon mustard	mustard	cream of tartar	hot sauce	dry mustard	leeks	egg yolks
1013590	soy sauce	sesame oil	cilantro	cinnamon	cloves	carrots	limes	shallots	kosher salt	shrimps
1013591	bay leaf	tomatoes	shallots	leeks	bay leaves	lemon juice	mushrooms	water	lemons	chicken stock
1013592	dijon mustard	tomatoes	parsley	capers	water	lemons	kosher salt	parmesan	carrots	celery
1013593	celery	thyme	parsley	garlic cloves	water	tomato paste	dry white wine	leeks	parmesan	lemon juice
1013594	garlic cloves	parmesan	tomatoes	lemon juice	english peas	salt to taste	vegetable stock	dry white wine	dijon mustard	sugar snap peas
10824	milk	baking powder	water	heavy cream	vanilla extract	raspberries	salted butter	cinnamon	blueberries	lemons
1013596	garlic cloves	soy sauce	ginger	cilantro	tomatoes	lemon juice	carrots	sesame oil	parmesan	kosher salt
1013597	garlic cloves	low-fat milk	heavy cream	flour	all-purpose flour	ground pepper	water	tomatoes	flat-leaf parsley	lemon juice
6187	thyme	beef	celery	bacon	chicken broth	black peppercorns	oregano	dry white wine	tomato paste	rosemary
6186	celery	lime leaves	parsley	thyme	chicken broth	soy sauce	scallions	ginger	sesame oil	mushrooms
6185	rosemary	mushrooms	parsley	bacon	celery	chicken stock	stock	chicken broth	potatoes	thyme
1014390	thyme	baking powder	kosher salt	celery	milk	carrots	dry white wine	water	parsley	salt and pepper
6183	soy sauce	oranges	ginger	cilantro	scallions	sesame seeds	peanut oil	red-wine vinegar	limes	rice vinegar
6182	orange juice	cinnamon	cloves	ginger	honey	vanilla extract	vanilla beans	baking soda	almonds	pecans
1014397	baking soda	vanilla extract	milk	buttermilk	coriander seeds	cinnamon	water	flour	kosher salt	celery
6189	soy sauce	cilantro	sesame oil	lime juice	shrimps	fish sauce	cucumbers	shallots	peanut oil	cinnamon
1014396	baking soda	vanilla extract	milk	cinnamon	buttermilk	flour	buckwheat flour	matzo meal	kosher salt	heavy cream
2726	capers	lemon juice	thyme	tomatoes	shallots	carrots	tuna	dry white wine	celery	bay leaf
12681	garlic cloves	ripe tomatoes	freshly grated parmesan	salt to taste	salt and freshly ground pepper	fresh basil	medium onion, chopped	freshly ground pepper	marinara sauce	parsley
1014395	all-purpose flour	baking soda	vanilla extract	ground ginger	cinnamon	ground cloves	brown sugar	flour	maple syrup	milk
2720	milk	vanilla extract	baking soda	all-purpose flour	cinnamon	chocolate	nutmegs	pecans	water	almonds
1014394	all-purpose flour	baking soda	vanilla extract	celery	flour	matzos	buckwheat flour	milk	buttermilk	cinnamon
2729	milk	vanilla extract	nutmegs	flour	pecans	shallots	pumpkin pur??e	all-purpose flour	vanilla beans	vanilla
9291	milk	vanilla extract	baking soda	flour	cinnamon	buttermilk	lemons	nutmegs	water	vegetable oil
1013734	celery	dijon mustard	parsley	tomatoes	kosher salt	thyme	garlic cloves	bay leaf	extra virgin olive oil	red bell peppers
1013735	baking powder	chocolate	granulated sugar	cream of tartar	baking soda	bittersweet chocolate	all-purpose flour	cake flour	milk	egg yolks
1013040	buttermilk	arborio rice	corn	mushrooms	bread crumbs	dry white wine	basil	chicken stock	pasta	corn kernels
1013041	soy sauce	cumin	ginger	lime juice	limes	tomatoes	celery	vegetable oil	cayenne peppers	beef
1013730	active dry yeast	lukewarm water	whole wheat flour	large eggs	ground nutmeg	superfine sugar	semisweet chocolate	rolled oats	ground cinnamon	ground cloves
1013047	parmesan cheese	piment??n	nutmegs	couscous	parsley	mushrooms	minced garlic	cumin	pine nuts	ground cumin
1013732	water	lemons	tomatoes	parsley	kosher salt	cinnamon	dijon mustard	carrots	extra-virgin olive oil	shallots
1013733	thyme	parsley	bay leaf	leeks	tomatoes	chicken stock	salt and pepper	chicken broth	dry white wine	water
10376	baking soda	vanilla extract	milk	all-purpose flour	cinnamon	brown sugar	buttermilk	heavy cream	blueberries	pecans
10377	baking soda	vanilla extract	milk	brown sugar	nutmegs	flour	buttermilk	cranberries	honey	vanilla
1013048	parsley	thyme	lemon juice	heavy cream	tomatoes	kosher salt	leeks	dijon mustard	bay leaf	mushrooms
1013049	thyme	carrots	garlic cloves	parsley	celery	water	dry white wine	lemon juice	basil	lemons
1013738	tomatoes	bay leaf	tomato paste	lemon juice	carrots	parsley	cilantro	extra-virgin olive oil	celery	parmesan
1013739	tomatoes	lemon juice	garlic cloves	carrots	thyme	water	lemons	celery	dry white wine	shallots
7238	dry white wine	thyme	heavy cream	parsley	milk	mushrooms	lemons	dijon mustard	lemon juice	water
7239	dry white wine	parsley	thyme	chicken stock	heavy cream	chicken broth	bay leaf	carrots	parmesan cheese	lemon juice
9744	milk	shallots	chives	flour	vanilla extract	nutmegs	mayonnaise	creme fraiche	lobsters	lemon juice
6361	red onions	cilantro	extra virgin olive oil	parsley	shallots	thyme	red bell peppers	balsamic vinegar	avocados	zucchinis
9746	vanilla extract	all-purpose flour	heavy cream	brown sugar	buttermilk	cloves	water	lemons	confectioners' sugar	vegetable oil
12208	all-purpose flour	extra-virgin olive oil	thyme	extra virgin olive oil	scallions	lemon juice	lemons	heavy cream	cilantro	shallots
12209	granulated sugar	vanilla	apples	cinnamon	fine sea salt	cherries	ground cinnamon	pecans	basmati rice	pine nuts
12204	orange juice	almonds	honey	cranberries	lemons	brown sugar	limes	mint	apples	confectioners' sugar
12205	
12206	
12207	minced garlic	olive oil spray	parsley	parmesan cheese	finely chopped onion	gruyere cheese	cloves garlic	dijon mustard	medium onions	capers
12200	lemon juice	tomatoes	parmesan	carrots	salt to taste	parsley	cumin seeds	bay leaf	tomato paste	leeks
12201	cream of tartar	grape seed oil	vanilla	baking powder	vanilla extract	baking soda	tahini	egg whites	granulated sugar	corn syrup
12202	all-purpose flour	extra-virgin olive oil	thyme	extra virgin olive oil	scallions	lemon juice	lemons	heavy cream	cilantro	shallots
12203	
1017749	milk	vanilla extract	shallots	flour	nutmegs	all-purpose flour	water	chocolate	cinnamon	lemon juice
1017748	baking soda	milk	heavy cream	confectioners' sugar	flour	cinnamon	granulated sugar	brown sugar	fine sea salt	vanilla
1017299	chia seeds	bananas	tequila	oranges	fresh lime juice	pomegranates	cilantro	syrup	blood oranges	mezcal
1017298	chia seeds	vanilla extract	flour	baking powder	heavy cream	all-purpose flour	nutmegs	almonds	oranges	pineapples
693	mustard	walnuts	brown sugar	raisins	cloves	cinnamon	apple cider	cider vinegar	caraway seeds	sesame oil
1017293	all-purpose flour	fine sea salt	cinnamon	granulated sugar	lemons	vanilla extract	lemon juice	coconut milk	ground cinnamon	almonds
1017292	ginger	lemon juice	lemons	all-purpose flour	nutmegs	cloves	cilantro	soy sauce	vegetable oil	carrots
1017291	carrots	thyme	bay leaf	parsley	cinnamon	bay leaves	mushrooms	tomatoes	beef	chicken stock
1017290	sesame oil	scallions	ginger	rice vinegar	grappa	cilantro	peanut oil	sesame seeds	vegetable oil	lime juice
1017297	ice cubes	oranges	pomegranate molasses	bananas	chopped cilantro	millet	freshly ground pepper	ground pepper	pomegranate juice	strawberries
1017296	chia seeds	pineapples	blueberries	agave nectar	raspberries	rhubarb	blackberries	orange juice	granola	mangos
1017295	chia seeds	pineapples	strawberries	oranges	raspberries	cashews	agave nectar	millet	syrup	ice
1017294	kosher salt	milk	cinnamon	baking powder	vanilla extract	lemon juice	lemons	heavy cream	baking soda	garlic cloves
9778	extra virgin olive oil	red onions	mint leaves	parsley	scallions	celery	lemon juice	zucchinis	cilantro	limes
10512	scallions	celery	water	thyme	lemons	soy sauce	tomatoes	shallots	oranges	bay leaf
10513	parsley	water	dill	lemons	mayonnaise	soft-shell crabs	heavy cream	extra virgin olive oil	kosher salt	paprika
10510	thyme	shallots	bay leaf	carrots	leeks	celery	tomatoes	lemons	lemon juice	chicken broth
7932	celery	parsley	bay leaf	leeks	rosemary	extra virgin olive oil	dry white wine	water	shallots	chicken broth
10517	carrots	celery	dry white wine	lemon juice	shallots	extra virgin olive oil	lemons	flour	leeks	tomato paste
10514	parsley	water	lemons	shallots	coconut milk	fish sauce	extra virgin olive oil	ginger	pineapples	lime leaves
10515	cilantro	avocados	fish sauce	cilantro leaves	shrimps	scallions	mint	cucumbers	red onions	cumin
8866	black peppercorns	turmeric	nutmegs	ginger	brown sugar	allspice	cayenne	honey	mustard seeds	star anise
8867	soy sauce	ginger	scallions	cumin seeds	coriander	cilantro	turmeric	sesame seeds	peanut oil	parsley
1016741	scallions	ginger	peanut oil	rice vinegar	lime juice	sesame seeds	cornstarch	limes	vegetable oil	shallots
8862	parsley	flour	lemon juice	milk	heavy cream	carrots	extra virgin olive oil	tomatoes	dry white wine	thyme
7810	parsley	lemon juice	shallots	flour	water	capers	extra-virgin olive oil	olives	thyme	cherry tomatoes
6367	coriander	ginger	scallions	soy sauce	cilantro	turmeric	parsley	water	vegetable oil	peanut oil
7811	lemon juice	thyme	carrots	water	capers	tomatoes	orange juice	shallots	flour	celery
7739	lime leaves	lime juice	fish sauce	cilantro	cilantro leaves	mint	oranges	tomatoes	ginger	chilies
8869	orange juice	walnut oil	apples	pomegranate molasses	confectioners' sugar	brown sugar	baking soda	honey	cinnamon	baking powder
818	walnut halves	radicchio	mesclun	maraschino liqueur	goat cheese	balsamic vinegar	walnut oil	lettuces	dijon mustard	black-eyed peas
819	lime juice	cilantro	shallots	cucumbers	mayonnaise	shrimps	leeks	scallions	dill	cilantro leaves
7738	coriander seeds	raspberries	fennel	black peppercorns	fennel fronds	hazelnuts	pernod	cocoa powder	chocolate	oranges
810	sage leaves	hot red pepper flakes	mussels	basil	parmesan cheese	veal	white wine	parmigiano reggiano	arugula	clam juice
811	scallions	cilantro	peanut oil	vegetable oil	sesame seeds	cornstarch	rice vinegar	shrimps	water	fish sauce
812	heavy cream	flour	all-purpose flour	nutmegs	baking powder	vanilla extract	leeks	parsley	water	vegetable oil
814	milk	baking soda	vanilla extract	all-purpose flour	heavy cream	vegetable oil	buttermilk	cinnamon	water	nutmegs
816	milk	baking soda	vanilla extract	all-purpose flour	heavy cream	vegetable oil	water	nutmegs	lemons	buttermilk
1016634	soy sauce	extra virgin olive oil	sweet vermouth	kosher salt	basil leaves	ginger	parmesan	cilantro	sesame oil	cucumbers
9295	bay leaf	parsley	shallots	carrots	celery	dry white wine	chicken broth	leeks	tomatoes	rosemary
2295	soy sauce	carrots	cilantro	sesame oil	cumin	vegetable oil	shrimps	thyme	shallots	chicken broth
7819	flour	vanilla extract	baking powder	cinnamon	kosher salt	water	lemons	vegetable oil	lemon juice	thyme
1700	milk	shallots	flour	water	parsley	kosher salt	lemons	all-purpose flour	nutmegs	sesame oil
1701	milk	heavy cream	baking powder	lemon juice	lemons	parsley	tomatoes	carrots	cinnamon	thyme
1702	parsley	thyme	dry white wine	extra virgin olive oil	lemon juice	bay leaf	carrots	heavy cream	celery	lemons
1703	milk	baking powder	cinnamon	nutmegs	baking soda	all-purpose flour	brown sugar	water	lemons	confectioners' sugar
1705	shallots	thyme	tomatoes	carrots	water	lemons	celery	dry white wine	bay leaf	extra virgin olive oil
1706	thyme	mushrooms	parsley	bay leaf	milk	flour	chicken stock	lemon juice	lemons	carrots
1707	green bell peppers	cilantro	yellow bell peppers	lime juice	red onions	corn	soy sauce	garlic cloves	cumin	eggplants
1708	scallions	soy sauce	flour	cinnamon	lemon juice	lemons	shallots	heavy cream	carrots	parsley
5269	dry white wine	thyme	mushrooms	milk	flour	parsley	carrots	bay leaf	chicken stock	lemon juice
4573	soy sauce	lime juice	scallions	red bell peppers	ginger	cumin	limes	shrimps	cayenne	sesame oil
4576	thyme	celery	parsley	extra virgin olive oil	dry white wine	water	leeks	tomato paste	shallots	chicken broth
4577	sherry vinegar	arugula	walnut oil	red wine vinegar	red onions	tarragon	beets	extra virgin olive oil	extra-virgin olive oil	capers
11137	milk	shallots	nutmegs	flour	dry white wine	mushrooms	pine nuts	zucchinis	tomatoes	bread crumbs
11135	flour	lemon juice	carrots	milk	heavy cream	bourbon	parsley	chocolate	all-purpose flour	lemons
11134	parsley	bay leaf	carrots	extra virgin olive oil	celery	shallots	lemon juice	flour	lemons	heavy cream
11133	parsley	bay leaf	celery	carrots	shallots	dry white wine	basil	extra virgin olive oil	bay leaves	lemons
11132	champagne	ice	pineapple juice	cointreau	simple syrup	basil	juice	eggplants	fish sauce	basil leaves
11131	dijon-style mustard	walnut oil	oil	dijon mustard	arugula	mayonnaise	beets	worcestershire sauce	horseradish	vinegar
11139	thyme	parsley	milk	mushrooms	tomatoes	lemons	flour	bay leaf	chicken stock	lemon juice
11138	shallots	dry white wine	thyme	carrots	bread crumbs	tomatoes	lemon juice	celery	bay leaf	chicken broth
9593	heavy cream	milk	dry white wine	parsley	thyme	baking powder	water	lemons	mushrooms	lemon juice
3028	cilantro	coriander	cumin	cumin seeds	limes	avocados	fish sauce	canola oil	cayenne	mint
3024	heavy cream	baking powder	all-purpose flour	vanilla extract	cinnamon	lemons	nutmegs	lemon juice	parsley	vanilla beans
3021	lime juice	cilantro	jalapeno peppers	cumin	cilantro leaves	fish sauce	corn tortillas	avocados	jalape??os	scallions
1017125	flour	heavy cream	all-purpose flour	cinnamon	baking powder	vanilla extract	nutmegs	lemons	lemon juice	pecans
1017124	parmigiano reggiano	marinara sauce	broccoli rabe	freshly grated parmesan	fresh rosemary	anchovy fillets	squid	tomato sauce	pepper flakes	grated parmesan
1017127	ginger	lemon juice	soy sauce	shallots	thyme	carrots	kosher salt	water	milk	tomatoes
1017126	carrots	parsley	bay leaf	dry white wine	celery	tomatoes	lemons	water	lemon juice	mushrooms
1017121	garlic cloves	parsley	lemon juice	carrots	tomatoes	thyme	lemons	dry white wine	leeks	bay leaf
1017120	sesame oil	scallions	ginger	peanut oil	vegetable oil	mushrooms	rice	cilantro	shrimps	chickens
1017123	
1017122	carrots	kosher salt	parsley	coriander seeds	ginger	garlic cloves	extra virgin olive oil	tomatoes	cilantro	lemons
8736	carrots	bay leaf	celery	shallots	dry white wine	lemons	lemon juice	extra virgin olive oil	water	basil
695	baking powder	vanilla extract	brown sugar	heavy cream	all-purpose flour	water	apples	vegetable oil	buttermilk	lemons
8734	capers	tuna	extra virgin olive oil	zucchinis	parsley	basil	anchovy	red onions	extra-virgin olive oil	red wine vinegar
8735	parsley	lemon juice	thyme	extra virgin olive oil	flour	carrots	heavy cream	dry white wine	bay leaf	ginger
1017129	baking powder	vanilla extract	milk	baking soda	granulated sugar	heavy cream	egg yolks	cinnamon	extra-virgin olive oil	lemons
1017128	celery	parsley	bay leaf	shallots	extra virgin olive oil	tomatoes	lemon juice	lemons	balsamic vinegar	potatoes
8731	milk	baking soda	flour	baking powder	all-purpose flour	vanilla extract	orange juice	lemons	lemon juice	cinnamon
3950	grapefruit juice	blood oranges	tequila	angostura bitters	gin	chicken broth	soy sauce	liqueur	red-wine vinegar	flour
1016650	celery	thyme	bay leaf	water	shallots	tomatoes	lemons	dry white wine	extra virgin olive oil	potatoes
1016651	sesame oil	lime juice	limes	vegetable oil	peanut oil	rice vinegar	shrimps	cornstarch	shallots	carrots
4198	all-purpose flour	buttermilk	flour	milk	brown sugar	nutmegs	confectioners' sugar	granulated sugar	vanilla	heavy cream
4199	vanilla extract	all-purpose flour	buttermilk	flour	milk	cinnamon	vanilla	confectioners' sugar	brown sugar	chocolate
4196	vanilla extract	all-purpose flour	flour	buttermilk	nutmegs	milk	cloves	vanilla	apples	ginger
4197	oranges	almonds	strawberries	chocolate	water	lemons	vanilla extract	flour	parsley	honey
4194	lemon rind	gelatin	orange juice	champagne	strawberries	vodka	sweet butter	cranberries	syrup	ice cream
4195	baking powder	nutmegs	flour	heavy cream	brown sugar	buttermilk	cloves	water	ginger	lemons
4192	bay leaf	parsley	bay leaves	tomatoes	shallots	leeks	dry white wine	chicken broth	water	kosher salt
1016659	cilantro	soy sauce	extra virgin olive oil	limes	ginger	cucumbers	baking soda	red bell peppers	avocados	extra-virgin olive oil
4190	ginger	sesame oil	scallions	orange juice	balsamic vinegar	vegetable oil	peanut oil	honey	rice vinegar	red wine vinegar
3956	cilantro	fish sauce	limes	peanuts	avocados	shrimps	lemon grass	cucumbers	soy sauce	red onions
5678	coriander	tomato paste	cayenne peppers	cilantro	tomatoes	cayenne	celery	thyme	chickens	turmeric
3954	coriander	thyme	tomatoes	lime juice	carrots	tomato paste	limes	ginger	scallions	chili powder
9395	thyme	shallots	bay leaf	tomatoes	lemons	carrots	celery	lemon juice	flour	potatoes
8550	raspberries	vanilla beans	blueberries	blackberries	whipped cream	tapioca	liqueur	confectioners' sugar	creme fraiche	vegetable shortening
1015295	baking soda	all-purpose flour	vanilla extract	buttermilk	flour	cinnamon	milk	unbleached all-purpose flour	active dry yeast	brown sugar
